0|1|2|3|5
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Electricistas de obras y afines|Electricistas de obras y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Electricistas de obras y afines|Electricista instalador domiciliar
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Electricistas de obras y afines|Electricista instalador industrial
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Electricistas de obras y afines|Electricista reparador de electrodomésticos.
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Electricistas de obras y afines|Instalador de cableado
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y ajustadores electricistas|Mecánicos y ajustadores electricistas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y ajustadores electricistas|Electricista especializado en maquinaria textil
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y ajustadores electricistas|Electromecánico
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y ajustadores electricistas|Electromecánico industrial
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y ajustadores electricistas|Rebobinador de motores
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y ajustadores electricistas|Mecánico de refrigeración y aire acondicionado
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y ajustadores electricistas|Mecánico de máquina de coser industrial
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y ajustadores electricistas|Técnico instalador de elevadores
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Instaladores y reparadores de líneas eléctricas|Instaladores y reparadores de líneas eléctricas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Instaladores y reparadores de líneas eléctricas|Instalador de líneas eléctricas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Instaladores y reparadores de líneas eléctricas|Reparador de líneas eléctricas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Instaladores y reparadores de líneas eléctricas|Instalador de postes de tendido eléctrico
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Instaladores y reparadores de líneas eléctricas|"Instaladores 
y 
reparadores 
de 
equipos 
electrónicos 
y"
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Instaladores y reparadores de líneas eléctricas|
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Instaladores y reparadores de líneas eléctricas|telecomunicaciones
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|Mecánicos y reparadores en electrónica
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|Reparador de aparatos electrónicos
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|Reparador de aparatos electrodomésticos
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|"Instaladores  y 
reparadores  en 
tecnología  de 
la 
información  y"
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|comunicaciones
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|Instalador de líneas telefónicas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|Instalador de fibra óptica
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|Instalador de cable de tv
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|Reparador de líneas de cable de tv
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|Operarios y oficiales de procesamiento de alimentos, de la confección,
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Instaladores y reparadores de equipos eléctricos|Mecánicos y reparadores en electrónica|ebanistas, otros artesanos y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Mecánicos y reparadores en electrónica|Oficiales y operarios de procesamiento de alimentos y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Carniceros, pescaderos y afines|Carniceros, pescaderos y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Carniceros, pescaderos y afines|Carnicero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Carniceros, pescaderos y afines|Embutidor
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Carniceros, pescaderos y afines|Embutidor (productos porcinos)
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Carniceros, pescaderos y afines|Matador o sacrificador
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Carniceros, pescaderos y afines|Destazador o descuartizador
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Carniceros, pescaderos y afines|Procesador de pescado y mariscos (limpieza y destace)
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Panaderos, pasteleros y confiteros|Panaderos, pasteleros y confiteros
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Panaderos, pasteleros y confiteros|Panadero de restaurante
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Panaderos, pasteleros y confiteros|Panadero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Panaderos, pasteleros y confiteros|Repostero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Panaderos, pasteleros y confiteros|Operador de máquinas amasadoras y refinadoras
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Panaderos, pasteleros y confiteros|Confitero artesanal
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Panaderos, pasteleros y confiteros|Elaboración de tortillas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Panaderos, pasteleros y confiteros|Molinero de nixtamal
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la elaboración de productos lácteos|Operarios de la elaboración de productos lácteos
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la elaboración de productos lácteos|Procesador de productos lácteos
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la elaboración de productos lácteos|Quesero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la elaboración de productos lácteos|Distribuidor de leche fluida
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la conservación de frutas, legumbres, verduras y afines|Operarios de la conservación de frutas, legumbres, verduras y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la conservación de frutas, legumbres, verduras y afines|Procesador de productos a base de frutas y verduras
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la conservación de frutas, legumbres, verduras y afines|Procesador de mermelada
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la conservación de frutas, legumbres, verduras y afines|Procesador de conservas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Operarios de la conservación de frutas, legumbres, verduras y afines|Clasificador de frutas y verduras
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Catadores y clasificadores de alimentos y bebidas|Catadores y clasificadores de alimentos y bebidas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Catadores y clasificadores de alimentos y bebidas|Catador de café
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Catadores y clasificadores de alimentos y bebidas|Catador de vinos
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Preparadores y elaboradores de tabaco y sus productos|Preparadores y elaboradores de tabaco y sus productos
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Preparadores y elaboradores de tabaco y sus productos|Elaborador de puros
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de procesamiento de alimentos y afines|Preparadores y elaboradores de tabaco y sus productos|Trabajador en la elaboración del tabaco
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Preparadores y elaboradores de tabaco y sus productos|Oficiales y operarios del tratamiento de la madera, ebanistas y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Operarios del tratamiento de la madera|Operarios del tratamiento de la madera
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Operarios del tratamiento de la madera|Operario del tratamiento de la madera
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Ebanistas y afines|Ebanistas y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Ebanistas y afines|Tallador de muebles de madera
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Ebanistas y afines|Tallador de maderas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Ebanistas y afines|Ebanista
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Reguladores y operadores de máquinas de labrar madera|Reguladores y operadores de máquinas de labrar madera
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Reguladores y operadores de máquinas de labrar madera|Operador de máquina de grabado de madera
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Reguladores y operadores de máquinas de labrar madera|Aserrador
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios del tratamiento de la madera, ebanistas y afines|Reguladores y operadores de máquinas de labrar madera|Tornero de madera
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Reguladores y operadores de máquinas de labrar madera|Oficiales y operarios de la confección y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Sastres, modistos, peleteros y sombrereros|Sastres, modistos, peleteros y sombrereros
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Sastres, modistos, peleteros y sombrereros|Peletero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Sastres, modistos, peleteros y sombrereros|Sastre
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Sastres, modistos, peleteros y sombrereros|Modista
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Sastres, modistos, peleteros y sombrereros|Sombrerero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Patronistas y cortadores de tela y afines|Patronistas y cortadores de tela y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Patronistas y cortadores de tela y afines|Patronista industrial
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Patronistas y cortadores de tela y afines|Patronista de calzado
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Patronistas y cortadores de tela y afines|Cortador de tela, cuero y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Costureros, bordadores y afines|Costureros, bordadores y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Costureros, bordadores y afines|Costurera
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Costureros, bordadores y afines|Plegadora
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Costureros, bordadores y afines|Bordador
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Costureros, bordadores y afines|Ajustador y reparador de prendas de vestir
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Tapiceros, colchoneros y afines|Tapiceros, colchoneros y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Tapiceros, colchoneros y afines|Tapicero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Tapiceros, colchoneros y afines|Colchonero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Apelambradores, pellejeros y curtidores|Apelambradores, pellejeros y curtidores
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Apelambradores, pellejeros y curtidores|Apelambrador de cuero de animales
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Apelambradores, pellejeros y curtidores|Pellejero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Apelambradores, pellejeros y curtidores|Curtidor
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|Zapateros y afines
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|Zapatero
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|Ensamblador de calzado
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|Ensuelador de calzado
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|Cortador y cocedor de calzado
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|Reparador de calzado
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|Otros  oficiales,  operarios  y  artesanos  de  artes  mecánicas  y  de  otros
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Zapateros y afines|oficios
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Buzos|Buzos
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Buzos|Buzo soldador
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Dinamiteros y pegadores|Dinamiteros y pegadores
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Dinamiteros y pegadores|Dinamitero y pegador
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Dinamiteros y pegadores|"Clasificadores  y  probadores  de  productos 
(excluyendo  alimentos  y"
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Dinamiteros y pegadores|
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Dinamiteros y pegadores|bebidas)
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Dinamiteros y pegadores|Clasificador y probador de productos (excluyendo alimentos y bebidas)
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|Fumigadores y otros controladores de plagas y malas hierbas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|Aplicador de plaguicidas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|Fumigador y otro controlador de plagas y malas hierbas
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|Oficiales, operarios y artesanos de artes mecánicas y de otros oficios no
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|clasificados bajo otros epígrafes
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|Oficial,  operario  y  artesano  de  artes  mecánicas  y  de  otros  oficios  no
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|
Oficiales, Operarios y artesanos de artes mecánicas y de otros oficios|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|clasificados bajo otros epígrafes
Operadores de instalaciones y máquinas y ensambladores|Trabajadores especializados en electricidad y la electrotecnología|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|Operadores de instalaciones y máquinas y ensambladores
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|Operadores de instalaciones fijas y máquinas
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|Operadores de instalaciones mineras y de extracción y procesamiento
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Fumigadores y otros controladores de plagas y malas hierbas|de minerales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Mineros y operadores de instalaciones mineras|Mineros y operadores de instalaciones mineras
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Mineros y operadores de instalaciones mineras|Minero y operador de instalaciones mineras
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Mineros y operadores de instalaciones mineras|Operador de equipos de detección de vetas
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Mineros y operadores de instalaciones mineras|Operador de maquinaria de extracción de minerales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Mineros y operadores de instalaciones mineras|Operador de máquina aglomeradora de piedra pulverizada
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Mineros y operadores de instalaciones mineras|Operador de excavadoras de cantera de mármol
